131,64,5,3,5,3,1,15,609,126
138,64,10,12,6,6,5,13,544,5620
140,66,9,15,8,11,3,13,536,1208
140,67,2,1,1,1,4,13,557,1292
141,67,6,6,2,1,3,16,747,2315
142,69,54,101,50,89,3,15,711,101481
143,69,2,1,1,1,3,18,674,45
145,65,3,1,3,1,1,16,682,283
145,71,3,3,3,3,2,13,627,26
146,68,2,1,1,1,4,14,576,61
146,69,49,72,33,56,3,11,540,6724
146,71,2,1,1,1,4,16,655,62
147,66,45,48,31,31,3,15,589,2206
147,67,2,1,1,1,3,16,652,292
147,70,2,1,1,1,3,16,615,26
147,70,7,10,5,6,4,13,560,40
148,67,2,1,1,1,4,18,591,49
148,68,2,1,1,1,2,15,698,229
149,69,2,1,2,1,4,15,646,415
149,70,2,1,1,1,2,14,688,255
149,70,2,1,1,1,3,16,708,383
150,67,-1,-1,-1,-1,1,17,757,1156000
150,72,29,61,24,37,4,14,691,6560
151,70,2,1,1,1,3,18,733,177
151,71,2,1,1,1,4,12,555,294
151,72,2,1,1,1,3,22,744,49
151,77,6,6,6,6,3,11,623,1519
152,69,7,7,3,3,7,17,810,1383
152,70,370,272,148,209,3,14,605,322811
153,64,-1,-1,-1,-1,5,18,740,1296000
153,69,3,3,3,3,3,20,654,2007
153,73,7,5,6,5,3,17,660,1784
154,71,2,1,1,1,2,18,797,3
154,72,24,17,22,15,5,17,693,28675
156,73,2,1,1,1,3,20,715,32
156,76,4,5,4,5,2,13,667,306
157,71,2,1,1,1,4,15,658,467
157,71,57,57,16,24,4,13,648,5747
157,74,5,5,3,3,5,17,766,859
159,72,2,1,1,1,3,20,764,135
159,72,21,11,21,11,4,16,648,176
159,74,39,144,38,144,4,16,624,1600
159,74,7,10,7,10,4,13,631,3338
159,77,3,3,3,3,3,15,664,1279
160,69,86,112,37,50,4,18,651,15756
160,80,13,12,9,6,3,14,808,247
161,73,25,30,18,29,4,14,623,181
161,74,2,1,1,1,4,15,738,118
161,76,5,3,5,3,1,14,750,200
162,69,2,1,2,1,6,17,768,544
162,73,2,1,1,1,4,20,923,225
162,78,2,1,1,1,3,22,827,35
162,79,5,4,2,1,2,16,751,1750
163,78,2,1,1,1,3,13,681,154
165,75,4,5,3,2,4,16,644,1069
165,79,6,6,4,3,3,15,722,1265
165,81,156,256,134,215,3,13,651,20285
165,81,9,8,8,8,4,14,701,7852
167,80,9,9,7,7,4,17,651,2523
169,80,16,38,15,38,4,16,820,8969
169,80,2,1,1,1,4,13,652,20
169,80,8,9,7,8,5,17,831,794
170,79,6,10,5,6,2,15,742,1895
170,80,2,1,1,1,4,14,765,1666
171,78,33,29,33,29,3,15,770,16918
171,85,4,3,4,3,3,13,702,571
172,75,2,1,1,1,3,20,806,193
172,76,5,4,3,3,5,15,750,713
172,80,4,3,4,3,5,14,756,210
174,76,3,3,3,3,3,14,767,2961
174,77,2,1,1,1,3,19,736,1095
174,79,14,14,13,14,3,21,921,5919
174,79,2,1,1,1,2,19,886,850
174,79,2,1,1,1,3,18,766,57
174,80,3,3,3,3,4,17,855,276
174,81,3,3,3,3,5,15,752,838
175,75,3,3,3,3,4,22,801,1257
175,86,2,1,1,1,4,13,757,115
176,80,19,33,18,32,2,17,794,12214
177,84,4,3,4,3,3,12,727,3208
177,86,2,1,1,1,4,13,727,2175
179,78,2,1,1,1,4,17,779,81
179,81,14,17,9,13,2,14,745,636
179,83,2,1,1,1,2,18,837,114
179,84,2,1,1,1,2,20,964,2
180,81,-1,-1,-1,-1,4,19,802,1444000
180,87,13,18,13,18,3,17,887,3159
182,84,3,3,2,1,3,17,870,1890
182,87,2,1,1,1,3,15,763,33
183,83,2,1,1,1,4,18,911,195
183,87,2,1,1,1,4,17,995,328
183,88,2,1,1,1,4,12,763,163
184,85,2,1,1,1,4,14,792,12
184,88,7,6,7,6,3,17,891,425
184,91,2,1,1,1,4,14,750,45
185,88,15,16,9,6,4,12,729,3426
185,90,2,1,1,1,3,16,938,183
185,91,9,14,9,14,4,14,728,850
186,82,2,1,1,1,4,18,822,224
186,89,10,10,10,10,5,14,881,286
186,90,88,116,37,30,2,17,875,2638
187,88,2,1,1,1,3,15,787,216
188,84,2,1,1,1,4,21,827,94
188,87,8,7,7,7,4,17,910,229
188,89,2,1,1,1,4,16,897,463
188,93,5,5,3,3,4,16,867,1849
189,88,2,1,1,1,3,21,1006,375
