4,1,3,1
4,1,3,1
4,1,3,1
4,1,3,1
4,1,3,1
4,1,3,1
4,1,3,1
4,1,3,1
4,1,3,1
4,1,3,1
4,1,3,1
4,1,3,1
4,1,3,1
4,1,3,1
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,1,3,3
4,10,12,10
4,10,2,1
4,10,7,6
4,10,8,5
4,11,5,6
4,11,9,7
4,12,2,1
4,12,3,3
4,12,5,5
4,12,5,6
4,12,5,7
4,12,6,2
4,12,7,6
4,12,8,6
4,12,9,16
4,12,9,6
4,12,9,6
4,13,2,1
4,13,2,1
4,13,2,1
4,14,2,1
4,14,2,1
4,14,2,1
4,14,25,10
4,14,3,1
4,14,3,3
4,14,5,3
4,14,6,6
4,14,8,7
4,15,2,1
4,15,2,1
4,15,6,10
4,15,6,6
4,15,8,16
4,15,9,7
4,16,2,1
4,16,2,1
4,16,2,1
4,16,2,1
4,16,2,1
4,16,22,43
4,16,3,3
4,16,9,18
4,17,18,10
4,17,2,1
4,17,2,1
4,18,9,10
4,19,2,1
4,19,2,1
4,19,7,6
4,19,8,13
4,2,1,1
4,2,1,1
4,2,1,1
4,2,1,1
4,2,1,1
4,2,1,1
4,2,1,1
4,2,1,1
4,2,1,1
4,2,1,1
4,2,1,1
4,2,1,1
4,2,1,1
4,2,1,1
4,2,1,1
4,2,1,1
4,2,1,1
4,2,1,1
4,2,1,1
4,2,2,1
4,2,2,3
4,2,2,3
4,2,2,3
4,2,2,3
4,2,2,3
4,2,2,3
4,2,2,3
4,2,2,3
4,2,2,3
4,2,2,3
4,20,14,5
4,20,2,1
4,20,2,1
4,20,2,1
4,20,3,2
4,21,2,1
4,21,2,1
4,21,2,1
4,21,3,3
4,21,3,3
4,22,10,17
4,22,11,8
4,22,2,1
4,22,3,1
4,22,3,2
4,23,2,1
4,24,11,18
4,24,17,21
4,24,2,1
4,24,2,1
4,24,22,15
4,25,17,50
4,25,2,1
4,25,2,1
4,25,2,1
4,25,21,28
4,27,2,1
4,27,2,1
4,27,20,27
4,27,26,28
4,28,2,1
4,28,4,3
4,29,2,1
4,3,2,1
4,3,2,1
4,3,2,1
4,3,2,1
4,3,2,1
4,3,2,1
4,3,2,1
4,3,2,1
4,3,2,1
4,3,2,1
4,3,2,1
4,3,2,1
4,3,2,1
4,3,2,1
4,3,2,1
4,3,2,1
4,3,2,1
4,3,3,3
4,3,3,3
4,3,3,3
4,3,3,3
4,3,3,3
4,3,4,3
4,3,4,3
4,31,14,10
4,31,2,1
4,31,2,1
4,34,2,1
4,4,2,1
4,4,2,1
4,4,2,1
4,4,2,1
4,4,2,1
4,4,2,3
4,4,3,1
4,4,3,1
4,4,3,1
4,4,3,2
4,4,3,3
4,4,3,3
4,4,4,3
4,4,5,3
4,45,2,1
4,45,2,1
4,45,58,41
4,5,2,1
4,5,2,1
4,5,2,1
4,5,3,3
4,5,3,3
4,5,3,3
4,5,4,3
4,5,4,3
4,5,5,7
4,52,2,1
4,6,2,1
4,6,5,3
4,7,2,1
4,7,2,1
4,7,3,2
4,7,3,2
4,7,5,3
4,7,6,2
4,8,2,1
4,8,3,4
4,8,7,3
4,9,2,1
4,9,3,2
4,9,4,6
4,9,5,4
4,9,9,5
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,1
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,1,3,3
5,10,11,13
5,10,2,1
5,10,2,1
5,10,2,1
5,10,5,6
5,10,5,8
5,11,2,1
5,11,3,1
5,11,7,9
5,12,2,1
5,12,2,1
5,12,2,1
5,12,2,1
5,13,5,4
5,13,7,6
5,13,9,8
5,14,12,19
5,14,2,1
5,14,4,3
5,14,7,3
5,14,8,16
5,15,11,6
5,15,16,10
5,15,2,1
5,15,2,1
5,15,4,5
5,15,7,6
5,15,8,3
5,16,17,28
5,16,18,19
5,16,2,1
5,16,2,1
5,16,2,1
5,16,2,1
5,16,2,1
5,16,2,1
5,16,20,20
5,16,22,17
5,16,8,14
5,17,2,1
5,17,2,1
5,17,2,1
5,17,2,1
5,17,2,1
5,17,4,2
5,17,4,3
5,17,8,14
5,17,9,11
5,18,12,13
5,18,18,10
5,18,2,1
5,18,2,1
5,18,2,1
5,18,2,1
5,18,2,1
5,18,4,3
5,18,4,3
5,19,2,1
5,19,2,1
5,19,2,1
5,19,23,17
5,19,4,3
5,19,8,10
5,19,8,16
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,1,1
5,2,2,1
5,2,2,3
5,2,2,3
5,2,2,3
5,2,2,3
5,2,2,3
5,2,2,3
5,2,2,3
5,2,2,3
5,2,2,3
5,2,2,3
5,2,2,3
5,2,2,3
5,2,2,3
5,2,2,3
5,2,2,3
5,2,2,3
5,2,2,3
5,2,2,3
5,2,3,3
5,20,11,16
5,20,14,10
5,20,2,1
5,20,2,1
5,20,2,1
5,20,2,1
5,20,30,21
5,20,7,15
5,21,104,108
5,21,14,14
5,21,15,15
5,21,197,61
5,21,22,15
5,21,5,3
5,21,6,3
5,21,7,15
5,21,9,11
5,22,3,2
5,22,4,3
5,22,7,10
5,22,9,9
5,23,2,1
5,23,2,1
5,23,2,1
5,23,2,1
5,23,4,3
5,24,2,1
5,24,3,1
5,25,11,13
5,25,4,3
5,26,16,22
5,26,2,1
5,26,2,1
5,26,2,1
5,26,2,1
5,26,2,1
5,26,2,1
5,26,23,84
5,26,25,42
5,26,6,5
5,26,9,10
5,27,14,31
5,27,18,16
5,27,18,32
5,27,2,1
5,27,2,1
5,27,2,1
5,27,5,6
5,27,6,9
5,27,8,7
5,28,313,89
5,28,8,9
5,29,11,13
5,29,2,1
5,29,2,1
5,29,255,82
5,29,3,3
5,29,39,94
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,2,1
5,3,3,1
