124,64,2,1,1,1,2,21,764,233
126,64,2,1,1,1,3,19,629,788
126,64,2,1,1,1,3,21,669,96
126,64,8,10,7,9,5,23,802,630
127,64,10,10,10,10,2,20,628,301
127,64,2,1,1,1,1,18,712,63
127,64,2,1,1,1,2,21,726,414
127,64,3,3,2,1,2,20,614,326
127,64,5,7,5,7,2,21,763,721
127,64,6,7,6,7,2,23,815,258
128,64,2,1,1,1,3,18,632,295
128,64,3,3,3,3,1,23,739,1317
128,64,3,3,3,3,2,20,700,268
128,64,4,3,4,3,2,17,596,239
128,64,6,7,6,7,3,28,746,78
129,64,19,18,12,12,4,19,695,93
129,64,2,1,1,1,2,18,628,109
129,64,2,1,1,1,2,20,646,113
129,64,2,1,1,1,2,21,820,46
129,64,2,1,1,1,2,24,712,89
129,64,2,1,1,1,2,24,773,92
129,64,2,1,1,1,3,19,644,665
129,64,2,1,1,1,3,21,662,48
129,64,3,3,3,3,3,19,668,1207
129,64,5,3,5,3,2,21,651,893
129,64,8,9,4,3,2,19,676,499
130,64,2,1,1,1,2,26,938,41
130,64,2,1,1,1,3,18,615,223
130,64,2,1,1,1,3,19,691,326
130,64,2,1,1,1,4,26,814,295
130,64,3,3,3,3,1,22,789,2423
130,64,3,3,3,3,3,23,680,530
130,64,5,3,5,3,2,20,703,14
130,64,6,4,3,3,3,20,632,335
130,64,7,11,5,7,2,22,720,1029
131,64,12,17,10,16,2,17,658,51
131,64,2,1,1,1,2,17,604,144
131,64,2,1,1,1,2,18,646,108
131,64,2,1,1,1,2,18,661,207
131,64,2,1,1,1,2,21,696,49
131,64,2,1,1,1,3,26,852,677
131,64,2,1,2,1,3,19,722,155
131,64,3,3,3,3,2,21,758,177
131,64,3,3,3,3,2,22,647,1220
131,64,3,3,3,3,4,23,696,410
131,64,4,4,3,3,4,20,660,894
131,64,4,6,4,6,2,21,653,1706
131,64,4,6,4,6,3,18,622,560
131,64,6,5,3,1,3,22,669,88
132,64,-1,-1,-1,-1,3,18,739,1296000
132,64,12,20,12,20,4,16,572,66
132,64,13,7,12,7,2,15,616,78
132,64,2,1,1,1,2,18,619,446
132,64,2,1,1,1,2,22,708,45
132,64,2,1,1,1,2,23,789,36
132,64,2,1,1,1,2,26,916,18
132,64,2,1,1,1,3,22,633,30
132,64,2,1,1,1,3,23,607,98
132,64,2,1,1,1,3,34,1037,45
132,64,2,1,1,1,4,18,604,136
132,64,2,1,1,1,4,25,727,73
132,64,3,3,1,1,3,21,856,56
132,64,3,3,3,3,2,25,782,669
132,64,45,60,13,15,3,24,797,1876
132,64,6,10,6,10,3,24,675,850
132,64,6,3,5,3,3,19,617,69
132,64,6,6,5,3,2,26,815,160
132,64,6,7,5,6,3,23,730,625
132,64,8,13,8,13,1,32,1067,65
132,64,8,6,7,6,3,21,704,837
